"Record_Index";"Message_ID";"IMEI";"Date_F";"Time_F";"Project_Version";"ID_Number";"Panel1_bv";"Panel2_bv";"Bridge1_dcv";"Bridge2_dcv";"Bridge1_dcc";"Bridge2_dcc";"Panel_dc1kw";"Panel2_dc1kw";"Status";"Panel_dctotalkw";"R_vol";"Y_vol";"B_vol";"R_curr";"Y_curr";"B_curr";"Frequency";"Phase1_kw";"Phase1_kvar";"Phase1_kva";"Phase2_kw";"Phase2_kvar";"Phase2_kva";"Phase3_kw";"Phase3_kvar";"Phase3_kva";"Bridge11_temp";"Bridge12_temp";"Bridge13_temp";"Bridge21_temp";"Bridge22_temp";"Bridge23_temp";"Cabinet1_temp";"Cabinet2_temp";"Cabinet3_temp";"Inductive1_temp";"Inductive2_temp";"Ambient_temp";"CCU_temp";"Coolingin_temp";"Coolingout_temp";"Active1_energy";"Active2_energy";"Activetotal_energy";"DC1_energy";"DC2_energy";"DCtotal_energy";"Reactive1_energy";"Reactive2_energy";"Reactivetotal_energy";"Capacitive1_energy";"Capacitive2_energy";"Capacitivetotal_energy";"SCB1";"SCB2";"SCB3";"SCB4";"SCB5";"SCB6";"SCB7";"SCB8";"SCB9";"SCB10";"Dummy9";"Dummy10";"Dummy11";"Dummy12";"Dummy13";"Dummy14";"Dummy15";"Dummy16";"Dummy17";"Dummy18";"Dummy19";"Dummy20";"Dummy21";"Dummy22";"Dummy23";"Date_S";"Time_S"
330;"WTWMD";862265073105518;"2026-05-21";"19:35:21";"WTS";"S00001";12.8;1640.9;6.4;"2026-05-21";"19:35:15";1061.8;0.7;702.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;211.9;0.3;49.7;764.5;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;782.8;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;73;72;45;96;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"102.0";"89.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:11:23"
331;"WTWMD";862265073105518;"2026-05-21";"19:35:56";"WTS";"S00001";11.3;1451.6;7.2;"2026-05-21";"19:35:50";1028.9;39.3;702.3;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;206.4;0.9;49.6;775.2;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;793.5;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;95;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"101.0";"90.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:11:48"
332;"WTWMD";862265073105518;"2026-05-21";"19:36:27";"WTS";"S00001";11.2;1450.8;7.8;"2026-05-21";"19:36:21";930.7;21.6;702.4;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;202.2;0.0;50.0;783.7;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;799.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;97;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"101.0";"88.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:11:48"
333;"WTWMD";862265073105518;"2026-05-21";"19:36:51";"WTS";"S00001";10.8;1386.6;6.7;"2026-05-21";"19:36:45";957.9;1.3;703.6;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;219.6;0.2;50.3;789.9;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;805.0;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;101;0;50;55;49;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"97.0";"90.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:11:49"
334;"WTWMD";862265073105518;"2026-05-21";"19:37:19";"WTS";"S00001";10.9;1408.0;9.6;"2026-05-21";"19:37:13";1711.8;10.6;707.7;"RUN";493.0;493.0;458.0;695.0;694.0;671.0;68.0;99.99;213.9;0.4;50.3;798.2;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;818.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.9;78.0;63.0;72.0;45.0;33;58;72;72;45;94;0;50;54;49;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"102.0";"116.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:12:17"
335;"WTWMD";862265073105518;"2026-05-21";"19:37:49";"WTS";"S00001";13.6;1679.8;9.1;"2026-05-21";"19:37:43";1581.6;36.8;707.7;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;208.7;0.1;50.1;811.6;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;834.8;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;93;0;50;54;49;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"100.0";"117.0";"0.0";"79.9";"81463";"81424";"81175";"81140";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:12:54"
336;"WTWMD";862265073105518;"2026-05-21";"19:38:23";"WTS";"S00001";13.3;1679.2;7.9;"2026-05-21";"19:38:17";1284.4;26.4;704.6;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;203.9;0.1;50.4;826.0;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;846.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;94;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"101.0";"115.0";"0.0";"79.9";"81463";"81424";"81175";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:13:17"
337;"WTWMD";862265073105518;"2026-05-21";"19:38:49";"WTS";"S00001";12.5;1597.8;7.0;"2026-05-21";"19:38:43";1238.2;25.3;704.8;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;200.6;0.2;50.0;836.3;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;856.9;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;97;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"101.0";"88.0";"0.0";"79.9";"81463";"81424";"81175";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:13:48"
338;"WTWMD";862265073105518;"2026-05-21";"19:39:19";"WTS";"S00001";12.7;1623.1;9.7;"2026-05-21";"19:39:13";1548.0;7.6;708.3;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;215.8;0.7;50.1;848.9;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;873.1;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.9;63.0;72.0;45.0;33;58;72;72;45;104;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"56.0";"95.0";"103.0";"0.0";"79.9";"81463";"81424";"81175";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:14:11"
339;"WTWMD";862265073105518;"2026-05-21";"19:39:49";"WTS";"S00001";12.8;1680.1;10.9;"2026-05-21";"19:39:43";1756.0;18.2;709.6;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;210.8;0.5;50.5;863.8;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;889.6;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;78.0;63.0;72.0;45.0;33;58;72;72;45;105;0;50;55;50;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"94.0";"82.0";"0.0";"79.9";"81463";"81424";"81175";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:14:43"
340;"WTWMD";862265073105518;"2026-05-21";"19:40:49";"WTS";"S00001";13.1;1680.9;10.7;"2026-05-21";"19:40:43";1725.6;40.1;710.6;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;202.3;0.7;50.1;895.3;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;922.7;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;72.0;79.9;62.0;72.0;45.0;33;58;72;72;45;98;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"99.0";"108.0";"0.0";"79.9";"81463";"81424";"81175";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:15:55"
341;"WTWMD";862265073105518;"2026-05-21";"19:41:23";"WTS";"S00001";13.4;1676.3;7.9;"2026-05-21";"19:41:17";1255.6;19.7;707.7;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;217.7;0.2;50.1;911.3;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;937.3;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;73.0;79.9;62.0;72.0;45.0;33;58;72;72;45;101;0;50;56;51;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"97.0";"99.0";"0.0";"79.9";"81463";"81424";"81175";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:16:17"
342;"WTWMD";862265073105518;"2026-05-21";"19:41:49";"WTS";"S00001";12.3;1579.6;7.8;"2026-05-21";"19:41:43";1168.6;1.0;704.9;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;213.6;0.2;50.3;921.4;14.3;234.7;1238.9;1260.6;23.6;210.4;5163.0;946.3;16.2;305.3;1688.9;1423.0;25.3;270.3;6204.3;73.0;79.9;62.0;72.0;45.0;33;58;72;72;45;103;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"96.0";"104.0";"0.0";"79.9";"81463";"81424";"81176";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:16:48"
343;"WTWMD";862265073105518;"2026-05-21";"19:42:19";"WTS";"S00001";11.8;1534.2;8.8;"2026-05-21";"19:42:13";1406.1;23.5;707.1;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;68.0;99.99;207.9;0.4;50.4;932.5;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;959.1;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.0;45.0;33;58;72;72;45;103;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"95.0";"112.0";"0.0";"79.9";"81463";"81424";"81176";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:17:11"
344;"WTWMD";862265073105518;"2026-05-21";"19:42:54";"WTS";"S00001";13.1;1683.9;8.5;"2026-05-21";"19:42:48";1412.3;15.9;708.2;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;202.5;0.3;50.2;949.4;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;978.6;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.9;62.0;72.0;45.0;33;58;72;73;45;96;0;50;55;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"100.0";"86.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:17:49"
345;"WTWMD";862265073105518;"2026-05-21";"19:43:19";"WTS";"S00001";13.0;1676.5;9.4;"2026-05-21";"19:43:13";1704.7;2.0;709.0;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;220.4;0.4;50.2;961.7;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;991.1;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.0;45.0;33;58;72;73;45;100;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"101.0";"104.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81054";"80523";"0";"67697";"79391";"67697";"2026-05-21";"07:18:48"
346;"WTWMD";862265073105518;"2026-05-21";"19:44:20";"WTS";"S00001";0.0;0.0;7.6;"2026-05-21";"19:44:13";1348.8;10.2;707.3;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;209.1;0.0;50.2;989.5;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1018.7;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.9;45.0;33;58;73;74;45;104;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"96.0";"87.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81054";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:19:11"
347;"WTWMD";862265073105518;"2026-05-21";"19:44:50";"WTS";"S00001";12.7;1637.9;8.4;"2026-05-21";"19:44:43";1265.9;44.4;706.4;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;204.9;0.9;50.4;1001.7;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1028.5;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.9;79.0;62.0;72.9;45.0;33;59;72;74;45;94;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"103.0";"85.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:19:41"
348;"WTWMD";862265073105518;"2026-05-21";"19:45:20";"WTS";"S00001";12.6;1610.2;9.0;"2026-05-21";"19:45:13";1286.8;49.7;705.4;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;200.9;0.3;50.1;1014.0;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1044.1;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.9;45.0;33;59;73;73;45;96;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"103.0";"86.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:20:13"
349;"WTWMD";862265073105518;"2026-05-21";"19:46:20";"WTS";"S00001";13.0;1679.5;7.6;"2026-05-21";"19:46:13";1218.8;0.4;705.1;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;207.9;0.3;49.9;1040.4;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1072.3;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.9;45.0;33;59;73;74;45;98;0;50;56;51;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"99.0";"100.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:23:01"
350;"WTWMD";862265073105518;"2026-05-21";"19:46:56";"WTS";"S00001";11.9;1545.2;8.1;"2026-05-21";"19:46:49";1585.5;6.4;707.9;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;202.8;0.2;50.1;1056.0;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1089.5;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.9;45.0;33;59;73;73;45;94;0;50;55;51;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"103.0";"119.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:25:50"
351;"WTWMD";862265073105518;"2026-05-21";"19:47:30";"WTS";"S00001";13.6;1678.3;9.2;"2026-05-21";"19:47:23";1585.7;0.2;707.8;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;218.4;0.4;50.1;1072.8;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1108.7;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.9;45.0;33;59;74;73;45;95;0;50;56;51;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"102.0";"85.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:25:50"
352;"WTWMD";862265073105518;"2026-05-21";"19:48:03";"WTS";"S00001";13.0;1677.7;8.6;"2026-05-21";"19:47:57";1630.3;10.0;707.0;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;211.9;0.4;50.0;1089.8;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1126.2;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.9;62.0;72.0;45.0;33;59;73;73;45;95;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"103.0";"86.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:25:51"
353;"WTWMD";862265073105518;"2026-05-21";"19:48:08";"WTS";"S00001";13.7;1675.9;7.6;"2026-05-21";"19:49:00";1446.2;20.6;708.5;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;202.8;0.2;49.9;1116.5;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1152.3;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.0;79.9;62.0;72.0;45.0;33;59;72;73;45;100;0;50;56;51;0;0;0;0;0;0;69;69;41;47;52;33;"57.0";"98.0";"89.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:32:22"
354;"WTWMD";862265073105518;"2026-05-21";"19:48:08";"WTS";"S00001";13.2;1686.0;8.6;"2026-05-21";"19:49:52";1415.2;35.4;705.9;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;214.6;0.2;50.3;1140.8;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1179.9;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.9;79.9;62.0;72.0;45.0;33;59;74;73;45;102;0;50;56;51;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"97.0";"91.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:32:46"
355;"WTWMD";862265073105518;"2026-05-21";"19:50:41";"WTS";"S00001";13.1;1670.7;8.1;"2026-05-21";"19:50:34";1309.4;56.1;704.1;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;207.8;0.1;50.1;1159.3;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1193.9;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.9;79.0;62.0;72.0;45.0;33;59;74;74;45;96;0;50;56;51;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"103.0";"118.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:32:46"
356;"WTWMD";862265073105518;"2026-05-21";"19:50:58";"WTS";"S00001";12.5;1607.4;7.1;"2026-05-21";"19:51:31";1125.2;11.8;703.1;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;200.1;0.1;50.3;1179.3;14.6;234.9;1239.1;1260.6;23.6;210.4;5163.0;1212.5;16.5;305.5;1689.1;1423.0;25.3;270.3;6204.3;73.9;79.0;62.0;72.0;45.0;33;59;73;73;45;98;0;50;55;50;0;0;0;0;0;0;70;70;41;47;52;33;"57.0";"102.0";"92.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:32:47"
357;"WTWMD";862265073105518;"2026-05-21";"19:50:58";"WTS";"S00001";11.7;1497.2;7.4;"2026-05-21";"19:53:29";1237.5;62.2;705.1;"RUN";494.0;494.0;458.0;695.0;694.0;671.0;69.0;99.99;202.0;0.3;50.4;1220.5;14.8;235.2;1239.4;1260.6;23.6;210.4;5163.0;1252.8;16.7;305.8;1689.4;1423.0;25.3;270.3;6204.3;73.0;79.0;62.0;72.0;45.0;33;59;73;74;45;98;0;50;54;49;0;0;0;0;0;0;70;70;41;47;53;33;"56.0";"101.0";"107.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:32:48"
358;"WTWMD";862265073105518;"2026-05-21";"19:58:49";"WTS";"S00001";12.5;1600.4;8.4;"2026-05-21";"19:58:43";1396.0;18.5;705.9;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;214.3;0.1;50.6;1337.8;14.8;235.2;1239.4;1260.6;23.6;210.4;5163.0;1367.6;16.7;305.8;1689.4;1423.0;25.3;270.3;6204.3;73.9;79.9;61.0;71.0;45.8;34;59;74;73;45;97;0;50;54;50;0;0;0;0;0;0;69;69;41;47;53;34;"56.0";"100.0";"96.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:33:41"
359;"WTWMD";862265073105518;"2026-05-21";"19:59:55";"WTS";"S00001";13.3;1670.7;6.8;"2026-05-21";"20:00:25";1141.7;56.5;703.7;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;208.5;0.2;50.6;13.6;14.8;235.2;1239.4;1370.8;23.6;210.4;5163.0;8.8;16.7;305.8;1689.4;1400.8;25.3;270.3;6204.3;74.0;79.0;61.0;71.0;45.0;34;59;73;73;45;102;0;50;55;50;0;0;0;0;0;0;69;69;41;47;53;34;"57.0";"95.0";"87.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:35:51"
360;"WTWMD";862265073105518;"2026-05-21";"20:01:19";"WTS";"S00001";11.8;1510.5;6.0;"2026-05-21";"20:01:13";1002.6;63.9;702.8;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;211.2;0.5;50.5;28.7;14.8;235.2;1239.4;1370.8;23.6;210.4;5163.0;20.4;16.7;305.8;1689.4;1400.8;25.3;270.3;6204.3;73.0;79.9;61.0;71.0;45.0;33;59;73;73;45;95;0;50;55;50;0;0;0;0;0;0;69;69;41;47;53;33;"56.0";"101.0";"100.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:36:11"
361;"WTWMD";862265073105518;"2026-05-21";"20:01:49";"WTS";"S00001";11.5;1417.2;7.5;"2026-05-21";"20:01:43";1207.5;15.4;704.7;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;206.7;0.5;50.6;37.2;14.8;235.2;1239.4;1370.8;23.6;210.4;5163.0;29.5;16.7;305.8;1689.4;1400.8;25.3;270.3;6204.3;73.0;79.0;61.0;71.0;45.0;34;59;74;73;45;93;0;50;55;50;0;0;0;0;0;0;69;69;41;47;53;34;"56.0";"100.0";"101.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:36:43"
362;"WTWMD";862265073105518;"2026-05-21";"20:02:49";"WTS";"S00001";12.3;1601.6;7.2;"2026-05-21";"20:02:43";1057.0;33.7;703.4;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;219.2;0.1;50.5;58.8;15.6;235.4;1239.6;1370.8;23.6;210.4;5163.0;47.5;17.0;306.0;1689.6;1400.8;25.3;270.3;6204.3;73.0;79.0;61.0;71.0;45.0;34;59;74;73;45;98;0;50;54;49;0;0;0;0;0;0;69;69;41;47;53;34;"56.0";"99.0";"104.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:37:55"
363;"WTWMD";862265073105518;"2026-05-21";"20:03:23";"WTS";"S00001";11.5;1475.6;7.5;"2026-05-21";"20:03:17";1265.3;5.7;703.9;"RUN";66030.0;999.99;459.0;695.0;694.0;671.0;69.0;99.99;209.8;0.2;50.6;70.2;15.6;235.4;1239.6;1370.8;23.6;210.4;5163.0;61.1;17.0;306.0;1689.6;1400.8;25.3;270.3;6204.3;73.0;79.0;61.0;71.0;45.0;33;59;74;73;45;97;0;50;54;49;0;0;0;0;0;0;69;69;41;47;53;33;"56.0";"99.0";"106.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:38:17"
364;"WTWMD";862265073105518;"2026-05-21";"20:03:23";"WTS";"S00001";11.5;1475.6;7.5;"2026-05-21";"20:03:17";1265.3;5.7;703.9;"RUN";66030.0;999.99;459.0;695.0;694.0;671.0;69.0;99.99;209.8;0.2;50.6;70.2;15.6;235.4;1239.6;1370.8;23.6;210.4;5163.0;61.1;17.0;306.0;1689.6;1400.8;25.3;270.3;6204.3;73.0;79.0;61.0;71.0;45.0;33;59;74;73;45;97;0;50;54;49;0;0;0;0;0;0;69;69;41;47;53;33;"56.0";"99.0";"106.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:38:48"
365;"WTWMD";862265073105518;"2026-05-21";"20:04:20";"WTS";"S00001";0.0;0.0;7.5;"2026-05-21";"20:04:13";1169.9;0.6;705.4;"RUN";0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;202.0;0.9;50.6;90.3;15.6;235.4;1239.6;1370.8;23.6;210.4;5163.0;79.5;17.0;306.0;1689.6;1400.8;25.3;270.3;6204.3;73.0;79.0;61.0;71.0;45.0;34;59;73;74;45;94;0;50;54;49;0;0;0;0;0;0;69;69;41;47;53;34;"56.0";"98.0";"85.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:39:11"
366;"WTWMD";862265073105518;"2026-05-21";"20:04:50";"WTS";"S00001";12.8;1552.5;8.3;"2026-05-21";"20:04:43";1399.9;0.1;705.8;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;218.2;0.2;50.4;101.8;15.6;235.4;1239.6;1370.8;23.6;210.4;5163.0;94.2;17.0;306.0;1689.6;1400.8;25.3;270.3;6204.3;73.0;79.9;61.0;71.0;45.0;34;59;73;74;45;96;0;50;54;49;0;0;0;0;0;0;69;69;41;47;53;34;"56.0";"96.0";"117.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:39:41"
367;"WTWMD";862265073105518;"2026-05-21";"20:05:20";"WTS";"S00001";13.2;1677.8;8.9;"2026-05-21";"20:05:13";1291.2;19.1;705.4;"RUN";494.0;494.0;459.0;695.0;694.0;671.0;69.0;99.99;212.8;0.1;50.6;114.7;15.6;235.4;1239.6;1370.8;23.6;210.4;5163.0;110.7;17.0;306.0;1689.6;1400.8;25.3;270.3;6204.3;73.0;79.9;61.0;71.9;45.0;34;59;73;73;45;94;0;50;54;49;0;0;0;0;0;0;69;69;41;47;53;34;"56.0";"98.0";"83.0";"0.0";"79.9";"81464";"81424";"81176";"81141";"81055";"80524";"0";"67697";"79391";"67697";"2026-05-21";"07:40:13"
